model_name,explore_name
acquisition_analytics,pascal_flashtalking
acquisition_analytics,pascal
acquisition_analytics,Media360
acquisition_analytics,paid_media_performance
acquisition_analytics,elap_espn
acquisition_analytics,acquisition_email_captures
acquisition_analytics,espnplus_standalone_mmm
acquisition_analytics,espnplus_ufc_mmm
dge_disney_plus,dim_disney_country_region_mapping_filters
dge_disney_plus,dim_disney_onboarding_funnel_visits_filters
dge_disney_plus,dim_disney_season_engagement
dge_disney_plus,dim_disney_episode_engagement
dge_disney_plus,counts_for_calculating_reach_shares
dge_disney_plus,dim_disney_series_level_engagement
dge_disney_plus,dim_disney_country_region_mapping
dge_disney_plus,dim_dates
dge_disney_plus,demo_segments_and_series_engagement
dge_disney_plus,demo_segments
dge_disney_plus,dim_disney_content_metadata
dge_disney_plus,dim_disney_content_metadata_studio_groupings
search_platform,search_model_importance
search_platform,search_platform_metrics
search_platform,search_train_sample
search_platform,search_model_auc
search_platform,search_model_auc_multi
search_platform,search_model_metrics_exp
search_platform,search_model_update_time
search_platform,search_model_features
search_platform,search_model_features_sample
dss_hub,country_region_dim_vw
dss_hub,date_dim_vw
dss_hub,service_bundle_type_dim_vw
dss_hub,service_subscription_type_dim_vw
dss_hub,streaming_service_dim_vw
dss_hub,sub_region_dim_vw
cost_attribution,cat_cnf
cost_attribution,cat_cnf_mv
cost_attribution,cat_quality
cost_attribution,cat_quality_domain_rows
cost_attribution,cat_partial_multipart_uploads
cost_attribution,cdm_fact_qlty_mv
cost_attribution,cdm_missing_domain
cost_attribution,cdm_data_quality
cost_attribution,cdm_query_cost
corporate_controllership,dim_disney_country_region_mapping_filters
corporate_controllership,dim_disney_onboarding_funnel_visits_filters
corporate_controllership,dim_disney_season_engagement
corporate_controllership,dim_disney_episode_engagement
corporate_controllership,counts_for_calculating_reach_shares
corporate_controllership,dim_disney_series_level_engagement
corporate_controllership,dim_disney_country_region_mapping
corporate_controllership,dim_dates
corporate_controllership,filter_suggestions_program_title
corporate_controllership,demo_segments_and_series_engagement
corporate_controllership,demo_segments
corporate_controllership,dim_disney_content_metadata
corporate_controllership,dim_disney_content_metadata_studio_groupings
espn_plus_limited,espn_conviva_v4_subscription_excl_ppv_desv
global_content,dim_disney_country_region_mapping_filters
global_content,filter_suggestions_program_title
global_content,counts_for_calculating_reach_shares
hulu,oo_hulu
hulu,content_catalogue_popularity
hulu,max_concurrent_streams_forecast_daily
lifecycle_analytics,subscriber_health_framework_draft
lifecycle_analytics,winback_fuzzy_attribution
dss_latam,jsf_combo_engagement
dss_latam,ds_subscriber_snapshot
dss_latam,ds_total_streams_avg
dss_latam,ds_churned_by_segment
dss_latam,ec_actual_vs_forecast
dss_latam,ds_mkt_tool
dss_latam,ec_partners_data_check_tool
dss_latam,ec_netflix10_latam
dss_latam,ec_meli_churn
dss_latam,gg_sports_metadata
dss_latam,content_categorization
dss_latam,vn_disney_fs_forecast
dss_latam,vn_disneystar_hs_lops_forecast
dss_latam,gg_sports_cms
dss_latam,gg_sports_l7_leagues
dss_latam,gg_star_monthly
dss_latam,ec_2connections_test_streaming_accounts_by_country
dss_latam,minute_minute_espn_scrum
dss_latam,ml_league_seasons_daily
dss_latam,gg_sports_titles_monthly
dss_latam,fq_3_pp_revenue_and_retention_v2
dss_latam,fq_retail_revenue_and_retention_v2
dss_latam,ma_first_streams
dss_latam,fq_retail_revenue_and_retention
dss_latam,fq_states_fixed_finale
dss_latam,ds_loyalty_campaigns_universe
dss_latam,sp_sports_segments
dss_latam,jl_movistar_entitlement_days
